[5.0, 0.0, 8.0, 1.0, 0.1, 1.0, 0.8, 0.8, 0.8, 0.8, 8.0]
[4.0, 1.0, 8.0, 1.0, 0.1, 1.0, 0.8, 0.8, 0.8, 0.8, 8.0]
[3.0, 2.0, 8.0, 1.0, 0.1, 1.0, 0.8, 0.8, 0.8, 0.8, 8.0]
[2.0, 3.0, 8.0, 1.0, 0.1, 1.0, 0.8, 0.8, 0.8, 0.8, 8.0]
[1.0, 4.0, 8.0, 1.0, 0.1, 1.0, 0.8, 0.8, 0.8, 0.8, 8.0]
[0.0, 5.0, 8.0, 1.0, 0.1, 1.0, 0.8, 0.8, 0.8, 0.8, 8.0]
[5.0, 0.0, 8.0, 1.0, 0.1, 2.0, 1.6, 1.6, 1.6, 1.6, 16.0]
[4.0, 1.0, 8.0, 1.0, 0.1, 2.0, 1.6, 1.6, 1.6, 1.6, 16.0]
[3.0, 2.0, 8.0, 1.0, 0.1, 2.0, 1.6, 1.6, 1.6, 1.6, 16.0]
[2.0, 3.0, 8.0, 1.0, 0.1, 2.0, 1.6, 1.6, 1.6, 1.6, 16.0]
[1.0, 4.0, 8.0, 1.0, 0.1, 2.0, 1.6, 1.6, 1.6, 1.6, 16.0]
[0.0, 5.0, 8.0, 1.0, 0.1, 2.0, 1.6, 1.6, 1.6, 1.6, 16.0]
[5.0, 0.0, 8.0, 1.0, 0.1, 3.0, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 24.000000000000004]
[4.0, 1.0, 8.0, 1.0, 0.1, 3.0, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 24.000000000000004]
[3.0, 2.0, 8.0, 1.0, 0.1, 3.0, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 24.000000000000004]
[2.0, 3.0, 8.0, 1.0, 0.1, 3.0, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 24.000000000000004]
[1.0, 4.0, 8.0, 1.0, 0.1, 3.0, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 24.000000000000004]
[0.0, 5.0, 8.0, 1.0, 0.1, 3.0, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 2.4000000000000004, 24.000000000000004]
[5.0, 0.0, 8.0, 1.0, 0.1, 4.0, 3.2, 3.2, 3.2, 3.2, 32.0]
[4.0, 1.0, 8.0, 1.0, 0.1, 4.0, 3.2, 3.2, 3.2, 3.2, 32.0]
[3.0, 2.0, 8.0, 1.0, 0.1, 4.0, 3.2, 3.2, 3.2, 3.2, 32.0]
[2.0, 3.0, 8.0, 1.0, 0.1, 4.0, 3.2, 3.2, 3.2, 3.2, 32.0]
[1.0, 4.0, 8.0, 1.0, 0.1, 4.0, 3.2, 3.2, 3.2, 3.2, 32.0]
[0.0, 5.0, 8.0, 1.0, 0.1, 4.0, 3.2, 3.2, 3.2, 3.2, 32.0]
[5.0, 0.0, 8.0, 1.0, 0.1, 5.0, 4.0, 4.0, 4.0, 4.0, 40.0]
[4.0, 1.0, 8.0, 1.0, 0.1, 5.0, 4.0, 4.0, 4.0, 4.0, 40.0]
[3.0, 2.0, 8.0, 1.0, 0.1, 5.0, 4.0, 4.0, 4.0, 4.0, 40.0]
[2.0, 3.0, 8.0, 1.0, 0.1, 5.0, 4.0, 4.0, 4.0, 4.0, 40.0]
[1.0, 4.0, 8.0, 1.0, 0.1, 5.0, 4.0, 4.0, 4.0, 4.0, 40.0]
[0.0, 5.0, 8.0, 1.0, 0.1, 5.0, 4.0, 4.0, 4.0, 4.0, 40.0]
[5.0, 0.0, 8.0, 1.0, 0.1, 6.0, 5.1, 5.1, 5.1, 5.1, 50.99999999999999]
[4.0, 1.0, 8.0, 1.0, 0.1, 6.0, 5.1, 5.1, 5.1, 5.1, 50.99999999999999]
[3.0, 2.0, 8.0, 1.0, 0.1, 6.0, 5.1, 5.1, 5.1, 5.1, 50.99999999999999]
[2.0, 3.0, 8.0, 1.0, 0.1, 6.0, 5.1, 5.1, 5.1, 5.1, 50.99999999999999]
[1.0, 4.0, 8.0, 1.0, 0.1, 6.0, 5.1, 5.1, 5.1, 5.1, 50.99999999999999]
[0.0, 5.0, 8.0, 1.0, 0.1, 6.0, 5.1, 5.1, 5.1, 5.1, 50.99999999999999]
[5.0, 0.0, 8.0, 1.0, 0.1, 7.0, 6.199999999999999, 6.199999999999999, 6.199999999999999, 6.199999999999999, 61.99999999999999]
[4.0, 1.0, 8.0, 1.0, 0.1, 7.0, 6.199999999999999, 6.199999999999999, 6.199999999999999, 6.199999999999999, 61.99999999999999]
[3.0, 2.0, 8.0, 1.0, 0.1, 7.0, 6.199999999999999, 6.199999999999999, 6.199999999999999, 6.199999999999999, 61.99999999999999]
[2.0, 3.0, 8.0, 1.0, 0.1, 7.0, 6.199999999999999, 6.199999999999999, 6.199999999999999, 6.199999999999999, 61.99999999999999]
[1.0, 4.0, 8.0, 1.0, 0.1, 7.0, 6.199999999999999, 6.199999999999999, 6.199999999999999, 6.199999999999999, 61.99999999999999]
[0.0, 5.0, 8.0, 1.0, 0.1, 7.0, 6.199999999999999, 6.199999999999999, 6.199999999999999, 6.199999999999999, 61.99999999999999]
[5.0, 0.0, 8.0, 1.0, 0.1, 8.0, 7.299999999999999, 7.299999999999999, 7.299999999999999, 7.299999999999999, 72.99999999999999]
[4.0, 1.0, 8.0, 1.0, 0.1, 8.0, 7.299999999999999, 7.299999999999999, 7.299999999999999, 7.299999999999999, 72.99999999999999]
[3.0, 2.0, 8.0, 1.0, 0.1, 8.0, 7.299999999999999, 7.299999999999999, 7.299999999999999, 7.299999999999999, 72.99999999999999]
[2.0, 3.0, 8.0, 1.0, 0.1, 8.0, 7.299999999999999, 7.299999999999999, 7.299999999999999, 7.299999999999999, 72.99999999999999]
[1.0, 4.0, 8.0, 1.0, 0.1, 8.0, 7.299999999999999, 7.299999999999999, 7.299999999999999, 7.299999999999999, 72.99999999999999]
[0.0, 5.0, 8.0, 1.0, 0.1, 8.0, 7.299999999999999, 7.299999999999999, 7.299999999999999, 7.299999999999999, 72.99999999999999]
[5.0, 0.0, 8.0, 1.0, 0.1, 9.0, 8.399999999999999, 8.399999999999999, 8.399999999999999, 8.399999999999999, 83.99999999999999]
[4.0, 1.0, 8.0, 1.0, 0.1, 9.0, 8.399999999999999, 8.399999999999999, 8.399999999999999, 8.399999999999999, 83.99999999999999]
[3.0, 2.0, 8.0, 1.0, 0.1, 9.0, 8.399999999999999, 8.399999999999999, 8.399999999999999, 8.399999999999999, 83.99999999999999]
[2.0, 3.0, 8.0, 1.0, 0.1, 9.0, 8.399999999999999, 8.399999999999999, 8.399999999999999, 8.399999999999999, 83.99999999999999]
[1.0, 4.0, 8.0, 1.0, 0.1, 9.0, 8.399999999999999, 8.399999999999999, 8.399999999999999, 8.399999999999999, 83.99999999999999]
