[5.0, 0.0, 8.0, 1.0, 0.7, 1.0, 5.6, 5.6, 5.6, 5.6, 8.0]
[4.0, 1.0, 8.0, 1.0, 0.7, 1.0, 5.6, 5.6, 5.6, 5.6, 8.0]
[3.0, 2.0, 8.0, 1.0, 0.7, 1.0, 5.6, 5.6, 5.6, 5.6, 8.0]
[2.0, 3.0, 8.0, 1.0, 0.7, 1.0, 5.6, 5.6, 5.6, 5.6, 8.0]
[1.0, 4.0, 8.0, 1.0, 0.7, 1.0, 5.6, 5.6, 5.6, 5.6, 8.0]
[0.0, 5.0, 8.0, 1.0, 0.7, 1.0, 5.6, 5.6, 5.6, 5.6, 8.0]
[5.0, 0.0, 8.0, 1.0, 0.7, 2.0, 11.2, 11.2, 11.2, 11.2, 16.0]
[4.0, 1.0, 8.0, 1.0, 0.7, 2.0, 11.2, 11.2, 11.2, 11.2, 16.0]
[3.0, 2.0, 8.0, 1.0, 0.7, 2.0, 11.2, 11.2, 11.2, 11.2, 16.0]
[2.0, 3.0, 8.0, 1.0, 0.7, 2.0, 11.2, 11.2, 11.2, 11.2, 16.0]
[1.0, 4.0, 8.0, 1.0, 0.7, 2.0, 11.2, 11.2, 11.2, 11.2, 16.0]
[0.0, 5.0, 8.0, 1.0, 0.7, 2.0, 11.2, 11.2, 11.2, 11.2, 16.0]
[5.0, 0.0, 8.0, 1.0, 0.7, 3.0, 16.799999999999997, 16.799999999999997, 16.799999999999997, 16.799999999999997, 23.999999999999996]
[4.0, 1.0, 8.0, 1.0, 0.7, 3.0, 16.799999999999997, 16.799999999999997, 16.799999999999997, 16.799999999999997, 23.999999999999996]
[3.0, 2.0, 8.0, 1.0, 0.7, 3.0, 16.799999999999997, 16.799999999999997, 16.799999999999997, 16.799999999999997, 23.999999999999996]
[2.0, 3.0, 8.0, 1.0, 0.7, 3.0, 16.799999999999997, 16.799999999999997, 16.799999999999997, 16.799999999999997, 23.999999999999996]
[1.0, 4.0, 8.0, 1.0, 0.7, 3.0, 16.799999999999997, 16.799999999999997, 16.799999999999997, 16.799999999999997, 23.999999999999996]
[0.0, 5.0, 8.0, 1.0, 0.7, 3.0, 16.799999999999997, 16.799999999999997, 16.799999999999997, 16.799999999999997, 23.999999999999996]
[5.0, 0.0, 8.0, 1.0, 0.7, 4.0, 22.4, 22.4, 22.4, 22.4, 32.0]
[4.0, 1.0, 8.0, 1.0, 0.7, 4.0, 22.4, 22.4, 22.4, 22.4, 32.0]
[3.0, 2.0, 8.0, 1.0, 0.7, 4.0, 22.4, 22.4, 22.4, 22.4, 32.0]
[2.0, 3.0, 8.0, 1.0, 0.7, 4.0, 22.4, 22.4, 22.4, 22.4, 32.0]
[1.0, 4.0, 8.0, 1.0, 0.7, 4.0, 22.4, 22.4, 22.4, 22.4, 32.0]
[0.0, 5.0, 8.0, 1.0, 0.7, 4.0, 22.4, 22.4, 22.4, 22.4, 32.0]
[5.0, 0.0, 8.0, 1.0, 0.7, 5.0, 28.0, 28.0, 28.0, 28.0, 40.0]
[4.0, 1.0, 8.0, 1.0, 0.7, 5.0, 28.0, 28.0, 28.0, 28.0, 40.0]
[3.0, 2.0, 8.0, 1.0, 0.7, 5.0, 28.0, 28.0, 28.0, 28.0, 40.0]
[2.0, 3.0, 8.0, 1.0, 0.7, 5.0, 28.0, 28.0, 28.0, 28.0, 40.0]
[1.0, 4.0, 8.0, 1.0, 0.7, 5.0, 28.0, 28.0, 28.0, 28.0, 40.0]
[0.0, 5.0, 8.0, 1.0, 0.7, 5.0, 28.0, 28.0, 28.0, 28.0, 40.0]
[5.0, 0.0, 8.0, 1.0, 0.7, 6.0, 35.7, 35.7, 35.7, 35.7, 51.00000000000001]
[4.0, 1.0, 8.0, 1.0, 0.7, 6.0, 35.7, 35.7, 35.7, 35.7, 51.00000000000001]
[3.0, 2.0, 8.0, 1.0, 0.7, 6.0, 35.7, 35.7, 35.7, 35.7, 51.00000000000001]
[2.0, 3.0, 8.0, 1.0, 0.7, 6.0, 35.7, 35.7, 35.7, 35.7, 51.00000000000001]
[1.0, 4.0, 8.0, 1.0, 0.7, 6.0, 35.7, 35.7, 35.7, 35.7, 51.00000000000001]
[0.0, 5.0, 8.0, 1.0, 0.7, 6.0, 35.7, 35.7, 35.7, 35.7, 51.00000000000001]
[5.0, 0.0, 8.0, 1.0, 0.7, 7.0, 43.400000000000006, 43.400000000000006, 43.400000000000006, 43.400000000000006, 62.000000000000014]
[4.0, 1.0, 8.0, 1.0, 0.7, 7.0, 43.400000000000006, 43.400000000000006, 43.400000000000006, 46.7, 62.000000000000014]
[3.0, 2.0, 8.0, 1.0, 0.7, 7.0, 43.400000000000006, 43.400000000000006, 43.400000000000006, 46.7, 62.000000000000014]
[2.0, 3.0, 8.0, 1.0, 0.7, 7.0, 43.400000000000006, 43.400000000000006, 43.400000000000006, 46.7, 62.000000000000014]
[1.0, 4.0, 8.0, 1.0, 0.7, 7.0, 43.400000000000006, 43.400000000000006, 43.400000000000006, 46.7, 62.000000000000014]
[0.0, 5.0, 8.0, 1.0, 0.7, 7.0, 43.400000000000006, 43.400000000000006, 43.400000000000006, 46.4, 62.000000000000014]
[5.0, 0.0, 8.0, 1.0, 0.7, 8.0, 51.10000000000001, 51.10000000000001, 51.10000000000001, 51.10000000000001, 73.00000000000001]
[4.0, 1.0, 8.0, 1.0, 0.7, 8.0, 51.10000000000001, 51.10000000000001, 51.10000000000001, 54.7, 73.00000000000001]
[3.0, 2.0, 8.0, 1.0, 0.7, 8.0, 51.10000000000001, 51.10000000000001, 51.10000000000001, 54.7, 73.00000000000001]
