[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.0, 1.0, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.0, 1.0, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.1, 0.9, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.2, 0.8, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.30000000000000004, 0.7, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.4, 0.6, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.5, 0.5, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.6, 0.4, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.7, 0.30000000000000004, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.7999999999999999, 0.20000000000000007, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.8999999999999999, 0.10000000000000009, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.0, 0.9999999999999999, 1.1102230246251565E-16, 39.125]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.0, 0.9, 77.2132144999999]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.1, 0.8, 76.75163750000011]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.2, 0.7000000000000001, 77.19113600000003]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.30000000000000004, 0.6, 77.26187000000012]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.4, 0.5, 77.23476350000017]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.5, 0.4, 77.08934900000007]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.6, 0.30000000000000004, 77.21743549999998]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.7, 0.20000000000000004, 77.34149899999996]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.7999999999999999, 0.10000000000000006, 77.19918350000002]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.1, 0.8999999999999999, 8.326672684688674E-17, 77.17993100000007]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.2, 0.0, 0.8, 109.33649150000011]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.2, 0.1, 0.7, 109.38336199999998]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.2, 0.2, 0.6000000000000001, 109.2746285]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.2, 0.30000000000000004, 0.49999999999999994, 109.403252]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.2, 0.4, 0.39999999999999997, 109.61137100000006]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.2, 0.5, 0.3, 109.42678100000003]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.2, 0.6, 0.2, 109.41634999999994]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.2, 0.7, 0.10000000000000003, 109.65162499999998]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.2, 0.7999999999999999, 5.551115123125783E-17, 109.62788900000007]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.30000000000000004, 0.0, 0.7, 135.32445500000003]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.30000000000000004, 0.1, 0.6, 135.31040749999994]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.30000000000000004, 0.2, 0.5, 135.540689]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.30000000000000004, 0.30000000000000004, 0.3999999999999999, 135.35440400000005]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.30000000000000004, 0.4, 0.29999999999999993, 135.31243700000016]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.30000000000000004, 0.5, 0.19999999999999996, 135.4651205]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.30000000000000004, 0.6, 0.09999999999999998, 135.2552135000002]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.30000000000000004, 0.7, 0.0, 135.44504450000005]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.4, 0.0, 0.6, 150.18045950000018]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.4, 0.1, 0.5, 150.244319]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.4, 0.2, 0.4, 150.25261399999994]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.4, 0.30000000000000004, 0.29999999999999993, 150.3528184999998]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.4, 0.4, 0.19999999999999996, 150.2368099999999]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.4, 0.5, 0.09999999999999998, 150.24366949999995]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.4, 0.6, 0.0, 150.3108815]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.5, 0.0, 0.5, 152.73617000000002]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.5, 0.1, 0.4, 152.73811699999993]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.5, 0.2, 0.30000000000000004, 152.71731199999988]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.5, 0.30000000000000004, 0.19999999999999996, 152.73804349999992]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.5, 0.4, 0.09999999999999998, 152.73852949999997]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.5, 0.5, 0.0, 152.74534999999997]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.6, 0.0, 0.4, 153.68036600000002]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.6, 0.1, 0.30000000000000004, 153.68203249999996]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.6, 0.2, 0.20000000000000007, 153.68557250000003]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.6, 0.30000000000000004, 0.09999999999999998, 153.6892820000002]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.6, 0.4, 0.0, 153.68626850000004]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.7, 0.0, 0.30000000000000004, 154.44426499999994]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.7, 0.1, 0.20000000000000007, 154.45120400000013]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.7, 0.2, 0.10000000000000009, 154.44075500000014]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.7, 0.30000000000000004, 0.0, 154.44168499999986]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.7999999999999999, 0.0, 0.20000000000000007, 155.157056]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.7999999999999999, 0.1, 0.10000000000000009, 155.15265199999988]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.7999999999999999, 0.2, 1.1102230246251565E-16, 155.15033149999996]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.8999999999999999, 0.0, 0.10000000000000009, 155.82791900000024]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.8999999999999999, 0.1, 1.1102230246251565E-16, 155.8318519999996]
[5.0, 0.0, 8.0, 1.0, 0.25, 0.9999999999999999, 0.0, 1.1102230246251565E-16, 156.4880000000005]
[4.0, 1.0, 8.0, 1.0, 0.25, 0.0, 0.0, 1.0, 43.37000000000039]
[4.0, 1.0, 8.0, 1.0, 0.25, 0.0, 0.1, 0.9, 43.35875750000004]
