[0.0, 5.0, 8.0, 1.0, 0.7, 0.0, 0.0, 109.55479999999994]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.1, 0.0, 109.80919999999995]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.2, 0.0, 110.11099999999998]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.30000000000000004, 0.0, 110.2921999999999]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.4, 0.0, 110.60720000000005]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.5, 0.0, 111.01820000000001]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.6, 0.0, 111.9578]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.7, 0.0, 115.20199999999993]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.7999999999999999, 0.0, 124.70960000000002]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.8999999999999999, 0.0, 143.6216]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.9999999999999999, 0.0, 156.5]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.0, 0.1, 109.81940000000019]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.1, 0.1, 110.0983999999998]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.2, 0.1, 110.28740000000006]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.30000000000000004, 0.1, 110.63600000000011]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.4, 0.1, 110.90299999999999]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.5, 0.1, 111.14659999999996]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.6, 0.1, 114.19340000000005]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.7, 0.1, 119.65939999999996]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.7999999999999999, 0.1, 134.58139999999997]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.8999999999999999, 0.1, 140.0594]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.9999999999999999, 0.1, 156.5]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.0, 0.2, 110.03659999999996]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.1, 0.2, 110.36839999999995]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.2, 0.2, 110.6324000000001]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.30000000000000004, 0.2, 110.75539999999991]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.4, 0.2, 111.01999999999997]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.5, 0.2, 112.09040000000007]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.6, 0.2, 116.0894000000001]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.7, 0.2, 122.5916]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.7999999999999999, 0.2, 129.59959999999998]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.8999999999999999, 0.2, 146.018]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.9999999999999999, 0.2, 156.5]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.0, 0.30000000000000004, 110.40439999999997]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.1, 0.30000000000000004, 110.54180000000008]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.2, 0.30000000000000004, 110.77039999999995]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.30000000000000004, 0.30000000000000004, 111.08720000000007]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.4, 0.30000000000000004, 111.67400000000004]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.5, 0.30000000000000004, 115.4515999999999]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.6, 0.30000000000000004, 117.29599999999994]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.7, 0.30000000000000004, 128.24959999999996]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.7999999999999999, 0.30000000000000004, 139.73960000000002]
[0.0, 5.0, 8.0, 1.0, 0.7, 0.8999999999999999, 0.30000000000000004, 150.93380000000002]
